outcome_id,cesi_measure,model,beta,standard_error,p,n,n_states,p_holm,source,outcome,native_unit,higher_value_interpretation
CHR_HOMICIDES,practice_cesi,State fixed effects,-0.25098689846657557,0.037392333742842135,6.873975465363686e-8,1064,38,2.955809450106385e-6,County Health Rankings & Roadmaps 2025,Homicide Mortality,"Deaths per 100,000",Worse health / higher mortality
CHR_HOMICIDES,meaning_cesi,OLS,0.4135857823788892,0.029429489086733995,4.1377663461316844e-41,1018,39,1.613728874991357e-39,County Health Rankings & Roadmaps 2025,Homicide Mortality,"Deaths per 100,000",Worse health / higher mortality
CHR_HOMICIDES,meaning_cesi,State fixed effects,0.2521555467395457,0.08164243395208819,0.003749044766160405,1018,39,0.12371847728329337,County Health Rankings & Roadmaps 2025,Homicide Mortality,"Deaths per 100,000",Worse health / higher mortality
CHR_INFANT_MORTALITY,practice_cesi,OLS,-0.20777541698954538,0.03006906400961568,9.21526196142653e-12,900,38,3.5017995453420817e-10,County Health Rankings & Roadmaps 2025,Infant Mortality,"Deaths under age 1 per 1,000 live births",Worse health / higher mortality
CHR_INFANT_MORTALITY,practice_cesi,State fixed effects,-0.23641897988045604,0.029876782303027996,1.7859630070842916e-9,900,38,7.858237231170883e-8,County Health Rankings & Roadmaps 2025,Infant Mortality,"Deaths under age 1 per 1,000 live births",Worse health / higher mortality
CHR_INFANT_MORTALITY,meaning_cesi,OLS,0.4328072343058322,0.030345269234782524,1.0589753245441513e-41,893,39,4.235901298176605e-40,County Health Rankings & Roadmaps 2025,Infant Mortality,"Deaths under age 1 per 1,000 live births",Worse health / higher mortality
CHR_INFANT_MORTALITY,meaning_cesi,State fixed effects,0.27664855963558377,0.07144757838793475,4.119808671009271e-4,893,39,0.016067253816936158,County Health Rankings & Roadmaps 2025,Infant Mortality,"Deaths under age 1 per 1,000 live births",Worse health / higher mortality
CHR_INJURY_DEATHS,practice_cesi,OLS,-0.1744812600532326,0.022729788817560652,2.5004010969082327e-14,2087,38,1.0001604387632931e-12,County Health Rankings & Roadmaps 2025,Injury Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_INJURY_DEATHS,practice_cesi,State fixed effects,-0.13464405350540282,0.043442829217159126,0.003695788348003417,2087,38,0.11087365044010251,County Health Rankings & Roadmaps 2025,Injury Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_INJURY_DEATHS,meaning_cesi,OLS,-0.016500229058545243,0.026273801554822195,0.5300904572312135,1540,39,1,County Health Rankings & Roadmaps 2025,Injury Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_INJURY_DEATHS,meaning_cesi,State fixed effects,0.03182221354826013,0.04987119532049736,0.5272432156480109,1540,39,1,County Health Rankings & Roadmaps 2025,Injury Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_LIFEEXP,practice_cesi,OLS,0.05827885899986369,0.016921493041658582,5.843579769624555e-4,2090,38,0.013440233470136476,County Health Rankings & Roadmaps 2025,Life Expectancy,Years,Better health / greater longevity
CHR_LIFEEXP,practice_cesi,State fixed effects,0.04398086195923296,0.02898436470142857,0.13766449928705096,2090,38,1,County Health Rankings & Roadmaps 2025,Life Expectancy,Years,Better health / greater longevity
CHR_LIFEEXP,meaning_cesi,OLS,-0.12987637243179234,0.0180932978186275,1.0970468112508804e-12,1540,39,3.071731071502465e-11,County Health Rankings & Roadmaps 2025,Life Expectancy,Years,Better health / greater longevity
CHR_LIFEEXP,meaning_cesi,State fixed effects,-0.06771966775123561,0.03374688308452227,0.05193605923080585,1540,39,1,County Health Rankings & Roadmaps 2025,Life Expectancy,Years,Better health / greater longevity
CHR_MVC_DEATHS,practice_cesi,OLS,0.0742675060649807,0.018407576525512576,5.680716747907523e-5,1952,38,0.0015337935219350313,County Health Rankings & Roadmaps 2025,Motor Vehicle Crash Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_MVC_DEATHS,practice_cesi,State fixed effects,0.03813251870952127,0.029311738105468277,0.2013262693791445,1952,38,1,County Health Rankings & Roadmaps 2025,Motor Vehicle Crash Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_MVC_DEATHS,meaning_cesi,OLS,0.22454258996381066,0.019085222054344174,1.2094272658100414e-30,1524,39,4.595823610078157e-29,County Health Rankings & Roadmaps 2025,Motor Vehicle Crash Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_MVC_DEATHS,meaning_cesi,State fixed effects,0.16401012912794533,0.049041205780604676,0.0018644769866265143,1524,39,0.065256694531928,County Health Rankings & Roadmaps 2025,Motor Vehicle Crash Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_OVERDOSE_DEATHS,practice_cesi,OLS,-0.16961548986340602,0.029684614920079185,1.3323569449116943e-8,1489,38,4.796485001682099e-7,County Health Rankings & Roadmaps 2025,Drug Overdose Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_OVERDOSE_DEATHS,practice_cesi,State fixed effects,-0.11696039171539381,0.042533189029418786,0.009169388186580528,1489,38,0.25674286922425477,County Health Rankings & Roadmaps 2025,Drug Overdose Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_OVERDOSE_DEATHS,meaning_cesi,OLS,-0.14137542716179569,0.031809659719334235,9.554309793035519e-6,1322,39,1.528689566885683e-4,County Health Rankings & Roadmaps 2025,Drug Overdose Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_OVERDOSE_DEATHS,meaning_cesi,State fixed effects,-0.08206209051905324,0.032806888075686914,0.01679790081481355,1322,39,0.46953755947226405,County Health Rankings & Roadmaps 2025,Drug Overdose Deaths,"Deaths per 100,000",Worse health / higher mortality
CHR_PREMATURE_AAM,practice_cesi,OLS,-0.06875163400554798,0.0167335960704874,4.13427700943829e-5,2096,38,0.0011575975626427213,County Health Rankings & Roadmaps 2025,Premature Age-Adjusted Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_PREMATURE_AAM,practice_cesi,State fixed effects,-0.06338467198992545,0.0313068870915822,0.0501686116236757,2096,38,1,County Health Rankings & Roadmaps 2025,Premature Age-Adjusted Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_PREMATURE_AAM,meaning_cesi,OLS,0.11214772859449164,0.01813397303811243,7.979337157004011e-10,1540,39,1.9150409176809625e-8,County Health Rankings & Roadmaps 2025,Premature Age-Adjusted Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_PREMATURE_AAM,meaning_cesi,State fixed effects,0.06406286430208123,0.03626661045027792,0.08535432516341375,1540,39,1,County Health Rankings & Roadmaps 2025,Premature Age-Adjusted Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_PREMATURE_DEATH,practice_cesi,OLS,-0.06727235687238019,0.018571667688449138,2.9894817024309734e-4,2096,38,0.007473704256077434,County Health Rankings & Roadmaps 2025,Premature Death,"Years of potential life lost before age 75 per 100,000 (age-adjusted)",Worse health / higher mortality burden
CHR_PREMATURE_DEATH,practice_cesi,State fixed effects,-0.046737949628065115,0.0379305090933466,0.22564780371302104,2096,38,1,County Health Rankings & Roadmaps 2025,Premature Death,"Years of potential life lost before age 75 per 100,000 (age-adjusted)",Worse health / higher mortality burden
CHR_PREMATURE_DEATH,meaning_cesi,OLS,0.11542197135855957,0.020060151832837464,1.0518073798362671e-8,1540,39,2.1036147596725343e-7,County Health Rankings & Roadmaps 2025,Premature Death,"Years of potential life lost before age 75 per 100,000 (age-adjusted)",Worse health / higher mortality burden
CHR_PREMATURE_DEATH,meaning_cesi,State fixed effects,0.06046860147197191,0.04603794300837707,0.1969064918541073,1540,39,1,County Health Rankings & Roadmaps 2025,Premature Death,"Years of potential life lost before age 75 per 100,000 (age-adjusted)",Worse health / higher mortality burden
CHR_SUICIDES,practice_cesi,OLS,-0.11298282185547166,0.02364907815369353,1.919186006259119e-6,1805,38,6.14139522002918e-5,County Health Rankings & Roadmaps 2025,Suicide Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_SUICIDES,practice_cesi,State fixed effects,-0.06543460992048125,0.040222834585512936,0.11226693412035749,1805,38,1,County Health Rankings & Roadmaps 2025,Suicide Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_SUICIDES,meaning_cesi,OLS,-0.15666562830246,0.026816321663171203,6.322518278367001e-9,1490,39,1.3277288384570702e-7,County Health Rankings & Roadmaps 2025,Suicide Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_SUICIDES,meaning_cesi,State fixed effects,-0.013220841697620573,0.04497475466341516,0.770387124341589,1490,39,1,County Health Rankings & Roadmaps 2025,Suicide Mortality,"Deaths per 100,000 (age-adjusted)",Worse health / higher mortality
CHR_HIV_PREVALENCE,practice_cesi,OLS,-0.16008606588444155,0.02007044095343815,2.5824226335565224e-15,1907,38,1.0846175060937395e-13,County Health Rankings & Roadmaps 2025,HIV Prevalence,"People living with diagnosed HIV per 100,000 age 13+",Higher infectious-disease burden
CHR_HIV_PREVALENCE,practice_cesi,State fixed effects,-0.23767721956183166,0.048250549939420274,1.773206374076513e-5,1907,38,6.915504858898401e-4,County Health Rankings & Roadmaps 2025,HIV Prevalence,"People living with diagnosed HIV per 100,000 age 13+",Higher infectious-disease burden
CHR_HIV_PREVALENCE,meaning_cesi,OLS,0.2102728221971899,0.021998453841616115,4.717948609747551e-21,1499,38,1.5569230412166918e-19,County Health Rankings & Roadmaps 2025,HIV Prevalence,"People living with diagnosed HIV per 100,000 age 13+",Higher infectious-disease burden
CHR_HIV_PREVALENCE,meaning_cesi,State fixed effects,0.1199607214582623,0.045236298684275186,0.011717323444410488,1499,38,0.3398023798879041,County Health Rankings & Roadmaps 2025,HIV Prevalence,"People living with diagnosed HIV per 100,000 age 13+",Higher infectious-disease burden
CHR_LOW_BIRTH_WEIGHT,practice_cesi,OLS,-0.10187316945647927,0.021136430124140272,1.5412086497120613e-6,2084,38,5.0859885440498024e-5,County Health Rankings & Roadmaps 2025,Low Birth Weight,Proportion of live births,Worse population health
CHR_LOW_BIRTH_WEIGHT,practice_cesi,State fixed effects,-0.16513469789029472,0.03142682278156019,6.4086088368864846e-6,2084,38,2.6275296231234585e-4,County Health Rankings & Roadmaps 2025,Low Birth Weight,Proportion of live births,Worse population health
CHR_LOW_BIRTH_WEIGHT,meaning_cesi,OLS,0.3882014086938253,0.022189109647292423,1.2555196366916051e-62,1540,39,5.273182474104741e-61,County Health Rankings & Roadmaps 2025,Low Birth Weight,Proportion of live births,Worse population health
CHR_LOW_BIRTH_WEIGHT,meaning_cesi,State fixed effects,0.18068160946159334,0.058156980646613725,0.0035696673819123324,1540,39,0.1213686909850193,County Health Rankings & Roadmaps 2025,Low Birth Weight,Proportion of live births,Worse population health
CHR_STI,practice_cesi,OLS,-0.158458901680644,0.018576309014845804,2.772126874023784e-17,2083,38,1.1920145558302272e-15,County Health Rankings & Roadmaps 2025,Sexually Transmitted Infections,"Diagnosed cases per 100,000",Higher infectious-disease burden
CHR_STI,practice_cesi,State fixed effects,-0.17981114174878668,0.03451992668297991,7.385149313467741e-6,2083,38,2.9540597253870966e-4,County Health Rankings & Roadmaps 2025,Sexually Transmitted Infections,"Diagnosed cases per 100,000",Higher infectious-disease burden
CHR_STI,meaning_cesi,OLS,0.3719405699865356,0.020319857496849714,7.660622460761999e-68,1539,39,3.2940676581276594e-66,County Health Rankings & Roadmaps 2025,Sexually Transmitted Infections,"Diagnosed cases per 100,000",Higher infectious-disease burden
CHR_STI,meaning_cesi,State fixed effects,0.18316447466658314,0.04169526144090405,8.658555091088531e-5,1539,39,0.003636593138257183,County Health Rankings & Roadmaps 2025,Sexually Transmitted Infections,"Diagnosed cases per 100,000",Higher infectious-disease burden
CHR_TEEN_BIRTHS,practice_cesi,OLS,0.05323480193429977,0.0165476129168027,0.0013153375006799565,2050,38,0.028937425014959044,County Health Rankings & Roadmaps 2025,Teen Births,"Births per 1,000 females ages 15-19",Higher reproductive-health risk
CHR_TEEN_BIRTHS,practice_cesi,State fixed effects,0.04904332982852186,0.03451993749468027,0.16376986259901635,2050,38,1,County Health Rankings & Roadmaps 2025,Teen Births,"Births per 1,000 females ages 15-19",Higher reproductive-health risk
CHR_TEEN_BIRTHS,meaning_cesi,OLS,0.04745639801877292,0.01866953152870786,0.011122428414658249,1539,39,0.11122428414658249,County Health Rankings & Roadmaps 2025,Teen Births,"Births per 1,000 females ages 15-19",Higher reproductive-health risk
CHR_TEEN_BIRTHS,meaning_cesi,State fixed effects,0.037559764292738856,0.032917785160609773,0.26100272559995513,1539,39,1,County Health Rankings & Roadmaps 2025,Teen Births,"Births per 1,000 females ages 15-19",Higher reproductive-health risk
